A1,"15_clicks, 15_clicks, 13_clicks"
A29947,"2_orders, 13_orders, 8_orders"
A29948,"13_orders, 8_orders, 11_orders"
A29949,"12_orders, 11_orders, 15_clicks"
A29950,"11_orders, 15_clicks, 2_clicks"
A29951,"4_carts, 9_clicks, 10_clicks"
A29952,"14_clicks, 14_clicks, 4_orders"
A29953,"14_clicks, 4_orders, 16_clicks"
A29954,"11_clicks, 6_clicks, 5_carts"
A29955,"7_carts, 15_clicks, 5_clicks"
A29956,"6_clicks, 5_carts, 5_orders"
A29957,"5_carts, 5_orders, 14_orders"
A29958,"5_orders, 14_orders, 15_orders"
A29959,"14_orders, 15_orders, 8_clicks"
A29960,"15_orders, 8_clicks, 3_clicks"
A29961,"15_carts, 17_clicks, 4_clicks"
A29962,"4_carts, 18_clicks, 16_carts"
A29963,"8_orders, 8_orders, 17_orders"
A29964,"8_orders, 17_orders, 18_orders"
A29965,"17_orders, 18_orders, 13_clicks"
A29966,"18_orders, 13_clicks, 18_clicks"
A29967,"3_clicks, 2_carts, 6_clicks"
A29968,"3_clicks, 14_clicks, 8_orders"
A29969,"14_clicks, 8_orders, 1_orders"
A29970,"8_orders, 1_orders, 12_orders"
A29971,"1_orders, 12_orders, 9_clicks"
A29972,"12_orders, 9_clicks, 16_clicks"
A29973,"5_carts, 11_clicks, 3_clicks"
A29974,"1_clicks, 9_clicks, 2_orders"
A29975,"9_clicks, 2_orders, 10_orders"
A29976,"2_orders, 10_orders, 4_orders"
A29977,"5_orders, 7_orders, 0_orders"
A29978,"5_orders, 6_orders, 2_clicks"
A29979,"6_orders, 2_clicks, 5_clicks"
A29980,"18_carts, 13_clicks, 1_carts"
A29981,"13_clicks, 1_carts, 6_clicks"
A29982,"5_clicks, 0_carts, 16_clicks"
A29983,"0_carts, 0_orders, 9_orders"
A29984,"0_orders, 9_orders, 1_orders"
A29985,"9_orders, 1_orders, 16_orders"
A29986,"1_orders, 16_orders, 0_orders"
A29987,"1_orders, 15_orders, 12_orders"
A29988,"15_orders, 12_orders, 15_orders"
A29989,"12_orders, 15_orders, 15_orders"
A29990,"15_orders, 2_orders, 8_clicks"
A29991,"2_orders, 8_clicks, 13_clicks"
A29992,"14_carts, 5_clicks, 9_carts"
A29993,"0_carts, 12_clicks, 9_clicks"
A29994,"18_clicks, 4_clicks, 7_orders"
A29995,"4_clicks, 7_orders, 9_orders"
A29996,"9_orders, 0_orders, 5_orders"
A29997,"0_orders, 5_orders, 4_orders"
A29998,"5_orders, 4_orders, 6_clicks"
A29999,"4_clicks, 0_clicks, 17_orders"
A30000,"0_clicks, 17_orders, 4_clicks"
A30001,"17_orders, 4_clicks, 4_carts"
A30002,"4_orders, 8_clicks, 10_clicks"
A30003,"2_clicks, 1_clicks, 2_carts"
A30004,"1_clicks, 2_carts, 1_clicks"
A30005,"3_clicks, 0_clicks, 8_carts"
A30006,"0_clicks, 8_carts, 8_carts"
A30007,"8_carts, 1_carts, 16_carts"
A30008,"16_carts, 17_carts, 12_carts"
A30009,"17_carts, 12_carts, 12_carts"
A30010,"12_carts, 12_carts, 10_carts"
A30011,"12_carts, 10_carts, 16_clicks"
A30012,"8_clicks, 14_clicks, 5_carts"
A30013,"14_clicks, 5_carts, 18_clicks"
A30014,"5_carts, 18_clicks, 18_clicks"
A30015,"11_clicks, 15_clicks, 12_carts"
A30016,"17_clicks, 10_clicks, 8_orders"
A30017,"10_clicks, 8_orders, 12_orders"
A30018,"8_orders, 12_orders, 12_orders"
A30019,"12_orders, 12_orders, 16_orders"
A30020,"16_orders, 12_orders, 16_clicks"
A30021,"12_orders, 16_clicks, 16_clicks"
A30022,"10_clicks, 15_clicks, 10_orders"
A30023,"15_clicks, 10_orders, 13_clicks"
A30024,"10_orders, 13_clicks, 11_clicks"
A30025,"11_carts, 15_clicks, 5_clicks"
A30026,"5_clicks, 15_clicks, 14_carts"
A30027,"14_carts, 14_orders, 11_orders"
A30028,"14_orders, 11_orders, 8_clicks"
A30029,"1_clicks, 16_clicks, 1_carts"
A30030,"15_carts, 15_orders, 5_orders"
A30031,"15_orders, 5_orders, 15_clicks"
A30032,"5_orders, 15_clicks, 1_clicks"
A30033,"15_orders, 15_clicks, 9_clicks"
A30034,"0_carts, 12_clicks, 16_clicks"
A30035,"0_orders, 7_clicks, 18_clicks"
A30036,"4_carts, 12_orders, 18_orders"
A30037,"18_orders, 5_orders, 4_orders"
A30038,"4_orders, 5_clicks, 8_clicks"
A30039,"3_orders, 5_clicks, 1_clicks"
A30040,"2_clicks, 3_clicks, 12_carts"
A30041,"3_clicks, 12_carts, 0_clicks"
A30042,"5_clicks, 5_carts, 0_orders"
A30043,"5_carts, 0_orders, 5_orders"
A30044,"0_orders, 5_orders, 5_clicks"
A30045,"1_orders, 5_clicks, 12_clicks"
A30046,"8_clicks, 1_clicks"
A30047,"16_clicks, 10_clicks, 7_carts"
A30048,"6_clicks, 5_orders, 13_clicks"
A30049,"5_orders, 13_clicks, 7_clicks"
A30050,"8_clicks, 18_carts, 7_clicks"
A30051,"14_carts, 10_clicks, 11_clicks"
A30052,"14_clicks, 2_clicks, 13_carts"
A30053,"2_clicks, 13_carts, 11_clicks"
A30054,"13_carts, 11_clicks, 17_clicks"
A30055,"2_clicks, 11_carts, 2_clicks"
A30056,"3_clicks, 0_carts, 12_clicks"
A30057,"7_clicks, 6_carts, 9_clicks"
A30058,"4_carts, 4_orders, 2_orders"
A30059,"4_orders, 2_orders, 2_orders"
A30060,"2_orders, 2_orders, 8_clicks"
A30061,"7_orders, 10_clicks, 1_clicks"
A30062,"13_clicks, 8_carts, 8_carts"
A30063,"16_clicks, 13_clicks, 8_carts"
A30064,"13_clicks, 8_carts, 8_orders"
A30065,"8_orders, 3_clicks, 16_clicks"
A30066,"8_orders, 9_clicks, 13_clicks"
A30067,"6_carts, 12_carts, 5_clicks"
A30068,"6_carts, 11_clicks, 18_clicks"
A30069,"18_clicks, 18_carts, 14_carts"
A30070,"18_carts, 14_carts, 14_clicks"
A30071,"14_clicks, 14_orders, 18_orders"
A30072,"18_orders, 14_clicks, 14_clicks"
A30073,"16_orders, 16_orders, 3_orders"
A30074,"16_orders, 3_orders, 11_orders"
A30075,"3_orders, 11_orders, 9_orders"
A30076,"11_orders, 9_orders, 13_clicks"
A30077,"9_orders, 13_clicks, 5_clicks"
A30078,"14_clicks, 13_carts, 7_carts"
A30079,"13_carts, 7_carts, 7_clicks"
A30080,"17_clicks, 11_clicks, 14_carts"
A30081,"11_clicks, 14_carts, 13_orders"
A30082,"14_carts, 13_orders, 7_orders"
A30083,"7_orders, 14_orders, 11_clicks"
A30084,"14_orders, 11_clicks, 15_clicks"
A30085,"6_carts, 13_carts, 13_carts"
A30086,"13_carts, 13_carts, 0_clicks"
A30087,"14_clicks, 6_carts, 16_clicks"
A30088,"5_clicks, 6_orders, 13_orders"
A30089,"6_orders, 13_orders, 5_orders"
A30090,"10_carts, 1_clicks, 3_clicks"
A30091,"7_clicks, 16_clicks, 8_carts"
A30092,"16_clicks, 8_carts, 17_clicks"
A30093,"8_carts, 17_clicks, 12_clicks"
A30094,"2_carts, 2_carts, 14_orders"
A30095,"2_carts, 14_orders, 10_orders"
A30096,"14_orders, 10_orders, 2_orders"
A30097,"10_orders, 2_orders, 8_orders"
A30098,"8_orders, 2_clicks, 6_clicks"
A30099,"14_clicks, 3_carts, 1_clicks"
A30100,"16_carts, 1_carts, 1_clicks"
A30101,"1_carts, 15_carts, 10_carts"
A30102,"10_carts, 10_clicks, 15_carts"
A30103,"10_clicks, 15_carts, 15_clicks"
A30104,"15_clicks, 8_carts, 3_orders"
A30105,"8_carts, 3_orders, 16_orders"
A30106,"16_orders, 8_orders, 10_orders"
A30107,"8_orders, 10_orders, 15_orders"
A30108,"15_orders, 1_orders, 15_clicks"
A30109,"1_orders, 15_clicks, 15_clicks"
A30110,"13_clicks, 11_carts, 16_carts"
A30111,"11_carts, 16_carts, 17_carts"
A30112,"16_carts, 17_carts, 0_carts"
A30113,"17_carts, 0_carts, 5_clicks"
A30114,"6_clicks, 5_clicks, 13_orders"
A30115,"5_clicks, 13_orders, 5_orders"
A30116,"13_orders, 5_orders, 1_orders"
A30117,"1_clicks, 12_clicks, 17_carts"
A30118,"1_clicks, 9_clicks, 14_orders"
A30119,"9_clicks, 14_orders, 9_orders"
A30120,"14_orders, 9_orders, 9_clicks"
A30121,"6_clicks, 10_carts, 4_clicks"
A30122,"0_carts, 4_clicks, 15_orders"
A30123,"4_clicks, 15_orders, 0_orders"
A30124,"10_orders, 13_orders, 15_orders"
A30125,"13_orders, 15_orders, 4_clicks"
A30126,"15_orders, 4_clicks, 14_clicks"
A30127,"17_orders, 2_clicks, 6_clicks"
A30128,"17_carts, 17_orders, 4_clicks"
A30129,"17_orders, 4_clicks, 15_clicks"
A30130,"1_orders, 14_clicks, 13_clicks"
A30131,"0_carts, 15_clicks, 7_clicks"
A30132,"7_clicks, 2_clicks, 7_carts"
A30133,"2_clicks, 7_carts, 16_clicks"
A30134,"8_carts, 1_clicks, 13_clicks"
A30135,"9_clicks, 7_clicks, 14_carts"
A30136,"9_clicks, 13_carts, 18_clicks"
A30137,"8_clicks, 9_clicks, 12_orders"
A30138,"9_clicks, 12_orders, 13_orders"
A30139,"12_orders, 13_orders, 9_orders"
A30140,"16_orders, 2_clicks, 7_clicks"
A30141,"12_carts, 7_clicks, 16_clicks"
A30142,"0_clicks, 13_orders, 12_orders"
A30143,"12_orders, 0_orders, 4_clicks"
A30144,"0_orders, 4_clicks, 4_clicks"
A30145,"18_carts, 15_clicks, 0_carts"
A30146,"15_clicks, 0_carts, 12_clicks"
A30147,"14_carts, 0_clicks, 9_carts"
A30148,"0_clicks, 9_carts, 17_clicks"
A30149,"9_carts, 17_clicks, 1_clicks"
A30150,"11_carts, 15_clicks, 12_clicks"
A30151,"14_clicks, 13_clicks, 1_carts"
A30152,"7_carts, 16_carts, 17_clicks"
A30153,"11_clicks, 17_clicks, 0_carts"
A30154,"13_clicks, 0_clicks, 1_carts"
A30155,"0_clicks, 1_carts, 7_clicks"
A30156,"7_orders, 9_clicks, 9_clicks"
A30157,"0_carts, 13_clicks, 0_orders"
A30158,"13_clicks, 0_orders, 2_clicks"
A30159,"2_orders, 2_orders, 6_clicks"
A30160,"2_orders, 6_clicks, 6_carts"
A30161,"6_orders, 0_clicks, 15_clicks"
A30162,"4_carts, 9_clicks, 14_clicks"
A30163,"17_carts, 17_orders, 4_orders"
A30164,"17_orders, 4_orders, 3_clicks"
A30165,"4_orders, 3_clicks, 3_carts"
A30166,"3_carts, 3_orders, 18_clicks"
A30167,"3_orders, 18_clicks, 8_carts"
A30168,"18_clicks, 8_carts, 8_orders"
A30169,"8_orders, 6_clicks, 6_clicks"
A30170,"5_orders, 11_orders, 9_clicks"
A30171,"18_carts, 6_clicks, 10_clicks"
A30172,"11_clicks, 9_carts, 16_clicks"
A30173,"4_orders, 16_clicks, 9_clicks"
A30174,"0_clicks, 6_clicks, 17_carts"
A30175,"10_clicks, 17_carts, 4_clicks"
A30176,"5_clicks, 4_orders, 17_orders"
A30177,"4_orders, 17_orders, 8_clicks"
A30178,"3_clicks, 3_clicks, 6_carts"
A30179,"16_clicks, 6_clicks, 17_carts"
A30180,"17_clicks, 7_carts, 7_carts"
A30181,"0_clicks, 5_clicks, 13_carts"
A30182,"5_clicks, 13_carts, 16_clicks"
A30183,"1_carts, 16_clicks, 18_carts"
A30184,"16_clicks, 18_carts, 12_clicks"
A30185,"12_clicks, 3_carts, 16_clicks"
A30186,"8_clicks, 12_clicks"
A30187,"3_carts, 12_clicks, 4_carts"
A30188,"12_clicks, 4_carts, 7_clicks"
A30189,"13_carts, 9_clicks, 16_carts"
A30190,"18_orders, 8_clicks, 7_clicks"
A30191,"0_carts, 18_clicks, 6_clicks"
A30192,"17_carts, 17_orders, 12_orders"
A30193,"17_orders, 12_orders, 17_clicks"
A30194,"10_clicks, 13_clicks, 15_carts"
A30195,"13_clicks, 15_carts, 3_carts"
A30196,"15_carts, 3_carts, 13_carts"
A30197,"3_clicks, 14_clicks, 15_carts"
A30198,"14_clicks, 15_carts, 16_carts"
A30199,"15_carts, 16_carts, 14_carts"
A30200,"16_carts, 14_carts, 14_clicks"
A30201,"5_carts, 16_clicks, 14_orders"
A30202,"14_orders, 16_orders, 5_orders"
A30203,"16_orders, 5_orders, 5_clicks"
A30204,"1_carts, 7_clicks, 0_clicks"
A30205,"4_carts, 16_clicks, 11_carts"
A30206,"15_clicks, 6_clicks, 9_carts"
A30207,"5_clicks, 7_clicks, 4_carts"
A30208,"5_clicks, 6_clicks, 1_carts"
A30209,"6_clicks, 1_carts, 6_clicks"
A30210,"11_clicks, 14_carts, 8_clicks"
A30211,"9_clicks, 18_carts, 16_clicks"
A30212,"16_clicks, 12_carts, 14_clicks"
A30213,"12_carts, 14_clicks, 4_clicks"
A30214,"0_clicks, 1_carts, 1_carts"
A30215,"12_clicks, 12_carts, 1_carts"
A30216,"12_carts, 1_carts, 7_clicks"
A30217,"1_carts, 7_clicks, 15_clicks"
A30218,"15_carts, 18_clicks, 7_carts"
A30219,"18_clicks, 7_carts, 18_carts"
A30220,"7_carts, 18_carts, 3_carts"
A30221,"18_carts, 3_carts, 12_clicks"
A30222,"3_carts, 12_clicks, 14_carts"
A30223,"4_carts, 9_carts, 12_clicks"
A30224,"9_carts, 12_clicks, 7_carts"
A30225,"12_clicks, 7_carts, 11_carts"
A30226,"7_carts, 11_carts, 15_clicks"
A30227,"18_carts, 16_clicks, 2_clicks"
A30228,"11_carts, 4_clicks, 3_clicks"
A30229,"9_clicks, 11_clicks, 7_carts"
A30230,"11_clicks, 7_carts, 9_clicks"
A30231,"7_carts, 9_clicks, 4_carts"
A30232,"0_carts, 18_clicks, 3_clicks"
A30233,"18_carts, 9_clicks, 5_clicks"
A30234,"5_carts, 9_clicks, 2_carts"
A30235,"9_clicks, 2_carts, 1_carts"
A30236,"2_carts, 1_carts, 1_carts"
A30237,"2_carts, 11_orders, 4_clicks"
A30238,"17_orders, 17_orders, 11_clicks"
A30239,"17_orders, 11_clicks, 9_clicks"
A30240,"11_clicks, 9_clicks, 16_carts"
A30241,"13_carts, 9_clicks, 11_clicks"
A30242,"11_orders, 2_clicks, 12_clicks"
A30243,"11_clicks, 17_carts, 0_clicks"
A30244,"17_carts, 0_clicks, 8_clicks"
A30245,"8_clicks, 16_clicks, 10_carts"
A30246,"10_carts, 14_clicks, 5_clicks"
A30247,"5_clicks, 13_clicks, 5_carts"
A30248,"13_clicks, 5_carts, 2_clicks"
A30249,"14_clicks, 12_carts, 14_clicks"
A30250,"7_carts, 7_carts, 14_carts"
A30251,"7_carts, 14_carts, 2_carts"
A30252,"2_carts, 2_carts, 12_carts"
A30253,"2_carts, 12_carts, 14_carts"
A30254,"12_carts, 14_carts, 15_carts"
A30255,"14_carts, 15_carts, 6_clicks"
A30256,"12_clicks, 14_orders, 2_orders"
A30257,"14_orders, 2_orders, 14_orders"
A30258,"2_orders, 14_orders, 15_orders"
A30259,"14_orders, 15_orders, 12_orders"
A30260,"12_orders, 7_orders, 2_orders"
A30261,"7_orders, 2_orders, 7_carts"
A30262,"2_orders, 7_carts, 14_carts"
A30263,"14_carts, 15_carts, 2_clicks"
A30264,"2_carts, 12_carts, 2_clicks"
A30265,"12_carts, 2_clicks, 14_carts"
A30266,"2_clicks, 14_carts, 2_carts"
A30267,"14_carts, 2_carts, 7_carts"
A30268,"2_carts, 7_carts, 14_carts"
A30269,"15_carts, 2_carts, 7_carts"
A30270,"14_carts, 15_carts, 12_clicks"
A30271,"12_orders, 12_clicks, 2_carts"
A30272,"12_clicks, 2_carts, 14_carts"
A30273,"2_carts, 14_carts, 15_carts"
A30274,"2_carts, 2_carts, 14_carts"
A30275,"2_carts, 14_carts, 0_clicks"
A30276,"14_carts, 14_clicks, 2_carts"
A30277,"14_clicks, 2_carts, 2_carts"
A30278,"14_carts, 15_carts, 15_clicks"
A30279,"3_clicks, 11_clicks, 13_orders"
A30280,"11_clicks, 13_orders, 1_clicks"
A30281,"1_carts, 17_clicks, 9_clicks"
A30282,"12_clicks, 1_clicks, 7_orders"
A30283,"1_clicks, 7_orders, 7_orders"
A30284,"7_orders, 2_orders, 0_carts"
A30285,"2_orders, 0_carts, 0_orders"
A30286,"0_orders, 4_clicks, 5_clicks"
A30287,"11_carts, 6_carts, 1_clicks"
A30288,"6_carts, 1_clicks, 10_carts"
A30289,"1_clicks, 10_carts, 4_clicks"
A30290,"10_carts, 4_clicks, 17_clicks"
A30291,"7_clicks, 11_clicks, 13_carts"
A30292,"11_clicks, 13_carts, 13_carts"
A30293,"5_clicks, 2_clicks, 0_carts"
A30294,"0_carts, 0_carts, 14_clicks"
A30295,"9_clicks, 0_clicks, 7_carts"
A30296,"10_clicks, 10_carts, 6_carts"
A30297,"10_carts, 6_carts, 16_clicks"
A30298,"10_carts, 1_clicks, 6_clicks"
A30299,"10_clicks, 6_carts, 1_clicks"
A30300,"3_clicks, 18_clicks, 1_carts"
A30301,"18_clicks, 1_carts, 11_orders"
A30302,"1_carts, 11_orders, 6_orders"
A30303,"11_orders, 6_orders, 7_orders"
A30304,"6_orders, 7_orders, 6_clicks"
A30305,"6_carts, 11_clicks, 0_clicks"
A30306,"12_clicks, 1_clicks, 2_orders"
A30307,"1_clicks, 2_orders, 9_clicks"
A30308,"2_orders, 9_clicks, 17_carts"
A30309,"9_clicks, 17_carts, 2_clicks"
A30310,"9_clicks, 9_clicks, 6_carts"
A30311,"9_clicks, 6_carts, 11_carts"
A30312,"6_carts, 11_carts, 10_carts"
A30313,"11_carts, 10_carts, 14_carts"
A30314,"10_carts, 14_carts, 0_carts"
A30315,"14_carts, 0_carts, 2_carts"
A30316,"0_carts, 2_carts, 6_clicks"
A30317,"2_carts, 6_clicks, 16_carts"
A30318,"6_clicks, 16_carts, 2_carts"
A30319,"16_carts, 2_carts, 16_carts"
A30320,"2_carts, 16_carts, 14_clicks"
A30321,"7_carts, 3_clicks, 6_carts"
A30322,"3_clicks, 6_carts, 3_clicks"
A30323,"15_clicks, 14_clicks, 4_carts"
A30324,"14_clicks, 4_carts, 9_clicks"
A30325,"9_clicks, 10_clicks, 6_carts"
A30326,"10_clicks, 6_carts, 3_carts"
A30327,"6_carts, 3_carts, 7_carts"
A30328,"7_carts, 4_clicks, 0_clicks"
A30329,"4_clicks, 16_carts, 15_clicks"
A30330,"2_carts, 1_clicks, 18_clicks"
A30331,"4_orders, 2_clicks, 4_clicks"
A30332,"16_carts, 4_clicks, 0_carts"
A30333,"4_clicks, 0_carts, 16_clicks"
A30334,"4_clicks, 0_clicks, 16_orders"
A30335,"0_clicks, 16_orders, 16_clicks"
A30336,"13_clicks, 17_clicks"
A30337,"5_carts, 6_clicks, 7_clicks"
A30338,"9_carts, 9_orders, 10_orders"
A30339,"9_orders, 10_orders, 0_clicks"
A30340,"10_orders, 0_clicks, 10_clicks"
A30341,"2_carts, 17_clicks, 7_clicks"
A30342,"9_carts, 4_clicks, 2_clicks"
A30343,"2_clicks, 2_clicks, 1_carts"
A30344,"2_clicks, 1_carts, 9_clicks"
A30345,"2_clicks, 5_clicks"
A30346,"11_clicks, 6_clicks, 1_carts"
A30347,"6_clicks, 1_carts, 1_clicks"
A30348,"12_clicks, 11_clicks, 1_orders"
A30349,"11_clicks, 1_orders, 6_orders"
A30350,"1_orders, 6_orders, 11_orders"
A30351,"7_carts, 13_clicks, 8_carts"
A30352,"10_clicks, 1_clicks, 10_carts"
A30353,"1_clicks, 10_carts, 7_clicks"
A30354,"0_clicks, 7_clicks, 8_carts"
A30355,"7_carts, 7_carts, 13_clicks"
A30356,"7_carts, 13_clicks, 14_clicks"
A30357,"2_orders, 7_clicks, 7_clicks"
A30358,"7_clicks, 0_clicks, 16_carts"
A30359,"0_clicks, 16_carts, 8_clicks"
A30360,"10_clicks, 5_clicks, 18_carts"
A30361,"5_clicks, 18_carts, 18_carts"
A30362,"18_carts, 18_carts, 9_clicks"
A30363,"18_clicks, 15_clicks, 17_carts"
A30364,"15_clicks, 17_carts, 13_clicks"
A30365,"13_carts, 1_clicks, 2_clicks"
A30366,"18_carts, 13_clicks, 9_clicks"
A30367,"13_clicks, 10_clicks, 13_orders"
A30368,"10_clicks, 13_orders, 13_orders"
A30369,"13_orders, 13_orders, 13_orders"
A30370,"13_orders, 13_orders, 6_orders"
A30371,"13_orders, 6_orders, 14_clicks"
A30372,"7_carts, 5_clicks, 0_clicks"
A30373,"12_carts, 3_clicks, 7_clicks"
A30374,"7_clicks, 7_orders, 0_orders"
A30375,"7_orders, 0_orders, 12_orders"
A30376,"12_orders, 13_clicks, 0_clicks"
A30377,"8_clicks, 6_clicks, 13_carts"
A30378,"6_clicks, 13_carts, 14_clicks"
A30379,"4_clicks, 15_clicks, 13_carts"
A30380,"15_clicks, 13_carts, 11_clicks"
A30381,"11_clicks, 11_carts, 9_orders"
A30382,"9_orders, 11_orders, 13_orders"
A30383,"11_orders, 13_orders, 13_clicks"
A30384,"13_orders, 13_clicks, 11_clicks"
A30385,"14_orders, 8_clicks, 8_carts"
A30386,"8_orders, 3_clicks, 3_clicks"
A30387,"14_orders, 9_clicks, 7_clicks"
A30388,"7_clicks, 16_clicks, 7_orders"
A30389,"3_clicks, 3_clicks, 17_carts"
A30390,"17_clicks, 17_clicks, 9_carts"
A30391,"9_carts, 10_orders, 11_orders"
A30392,"18_carts, 2_clicks, 17_clicks"
A30393,"8_carts, 3_clicks, 14_clicks"
A30394,"9_clicks, 17_carts, 4_clicks"
A30395,"1_carts, 0_clicks, 11_carts"
A30396,"7_clicks, 3_clicks, 18_carts"
A30397,"3_clicks, 18_carts, 7_carts"
A30398,"18_carts, 7_carts, 7_clicks"
A30399,"15_clicks, 5_clicks, 18_carts"
A30400,"5_clicks, 18_carts, 15_clicks"
A30401,"16_clicks, 0_clicks, 4_carts"
A30402,"0_clicks, 4_carts, 9_carts"
A30403,"18_clicks, 1_clicks, 12_carts"
A30404,"1_clicks, 12_carts, 9_carts"
A30405,"12_carts, 9_carts, 12_carts"
A30406,"9_carts, 12_carts, 7_carts"
A30407,"12_carts, 7_carts, 15_clicks"
A30408,"7_carts, 15_clicks, 18_carts"
A30409,"15_clicks, 18_carts, 18_clicks"
A30410,"9_clicks, 12_carts, 12_orders"
A30411,"12_orders, 12_orders, 9_orders"
A30412,"12_orders, 9_orders, 18_carts"
A30413,"9_orders, 18_carts, 7_carts"
A30414,"18_carts, 7_carts, 17_clicks"
A30415,"6_carts, 9_clicks, 2_clicks"
A30416,"4_carts, 18_carts, 6_carts"
A30417,"18_carts, 6_carts, 8_clicks"
A30418,"5_carts, 4_clicks, 17_clicks"
A30419,"6_clicks, 0_clicks, 7_carts"
A30420,"0_clicks, 7_carts, 16_clicks"
A30421,"9_clicks, 11_carts, 0_clicks"
A30422,"12_clicks, 15_carts, 11_clicks"
A30423,"0_clicks, 5_carts, 13_clicks"
A30424,"5_carts, 13_clicks, 17_clicks"
A30425,"4_clicks, 0_clicks, 2_carts"
A30426,"2_carts, 0_clicks, 9_clicks"
A30427,"16_carts, 5_clicks, 9_clicks"
A30428,"8_carts, 6_clicks, 15_clicks"
A30429,"18_clicks, 10_clicks, 2_carts"
A30430,"10_clicks, 2_carts, 18_clicks"
A30431,"2_clicks, 11_clicks, 12_carts"
A30432,"11_clicks, 12_carts, 2_clicks"
A30433,"12_carts, 2_clicks, 3_carts"
A30434,"3_carts, 4_clicks, 12_carts"
A30435,"4_clicks, 12_carts, 6_carts"
A30436,"12_carts, 6_carts, 5_clicks"
A30437,"12_carts, 12_clicks, 10_carts"
A30438,"2_carts, 18_clicks, 0_clicks"
A30439,"18_clicks, 0_clicks, 7_carts"
A30440,"0_clicks, 7_carts, 14_carts"
A30441,"2_clicks, 4_carts, 9_carts"
A30442,"4_carts, 9_carts, 14_clicks"
A30443,"14_carts, 4_clicks, 3_carts"
A30444,"0_clicks, 9_orders, 9_clicks"
A30445,"0_carts, 5_clicks, 7_clicks"
A30446,"11_clicks, 9_clicks, 15_orders"
A30447,"9_clicks, 15_orders, 15_clicks"
A30448,"16_clicks, 15_clicks, 2_carts"
A30449,"5_carts, 15_clicks, 6_clicks"
A30450,"0_carts, 2_clicks, 16_clicks"
A30451,"11_carts, 13_clicks, 9_clicks"
A30452,"13_carts, 6_clicks, 14_clicks"
A30453,"16_carts, 14_clicks, 1_carts"
A30454,"12_clicks, 12_clicks, 8_orders"
A30455,"12_clicks, 8_orders, 16_orders"
A30456,"0_orders, 5_orders, 11_orders"
A30457,"5_orders, 11_orders, 6_orders"
A30458,"11_orders, 6_orders, 13_orders"
A30459,"13_orders, 1_orders, 13_orders"
A30460,"1_orders, 13_orders, 8_clicks"
A30461,"13_orders, 8_clicks, 17_clicks"
A30462,"16_carts, 13_clicks, 16_carts"
A30463,"13_clicks, 16_carts, 9_carts"
A30464,"16_carts, 9_carts, 9_clicks"
A30465,"16_clicks, 16_orders, 9_orders"
A30466,"16_orders, 9_orders, 16_orders"
A30467,"9_orders, 16_orders, 16_clicks"
A30468,"10_clicks, 10_orders, 8_clicks"
A30469,"10_orders, 8_clicks, 3_carts"
A30470,"9_clicks, 16_carts, 16_carts"
A30471,"18_carts, 8_clicks, 9_clicks"
A30472,"9_carts, 9_orders, 18_orders"
A30473,"9_orders, 18_orders, 8_clicks"
A30474,"18_orders, 8_clicks, 16_clicks"
A30475,"16_carts, 4_clicks, 17_carts"
A30476,"1_carts, 10_clicks, 3_clicks"
A30477,"1_carts, 1_carts, 3_clicks"
A30478,"3_clicks, 7_clicks, 14_orders"
A30479,"7_clicks, 14_orders, 7_orders"
A30480,"14_carts, 7_clicks, 12_clicks"
A30481,"7_clicks, 4_carts, 9_clicks"
A30482,"17_carts, 2_clicks, 14_carts"
A30483,"2_clicks, 14_carts, 17_clicks"
A30484,"13_carts, 6_clicks, 4_clicks"
A30485,"1_carts, 0_clicks, 16_carts"
A30486,"12_carts, 18_clicks, 12_clicks"
A30487,"8_clicks, 7_carts, 1_clicks"
A30488,"13_carts, 11_clicks, 8_clicks"
A30489,"14_clicks, 14_carts, 13_carts"
A30490,"14_carts, 13_carts, 8_clicks"
A30491,"8_clicks, 8_carts, 13_orders"
A30492,"8_carts, 13_orders, 8_orders"
A30493,"13_orders, 8_orders, 14_orders"
A30494,"14_orders, 7_clicks, 7_carts"
A30495,"15_clicks, 16_clicks, 18_carts"
A30496,"11_carts, 13_clicks, 7_orders"
A30497,"13_clicks, 7_orders, 11_clicks"
A30498,"6_clicks, 16_clicks, 6_carts"
A30499,"16_clicks, 6_carts, 6_orders"
A30500,"6_orders, 2_clicks, 6_clicks"
A30501,"7_clicks, 1_clicks, 3_orders"
A30502,"1_clicks, 3_orders, 6_clicks"
A30503,"3_orders, 6_clicks, 4_clicks"
A30504,"0_clicks, 7_clicks, 10_orders"
A30505,"7_clicks, 10_orders, 17_orders"
A30506,"3_orders, 9_clicks, 12_clicks"
A30507,"4_carts, 5_clicks, 0_clicks"
A30508,"12_carts, 7_clicks, 11_clicks"
A30509,"9_clicks, 8_orders, 2_orders"
A30510,"8_orders, 2_orders, 12_orders"
A30511,"2_orders, 12_orders, 9_orders"
A30512,"12_orders, 9_orders, 16_orders"
A30513,"9_orders, 16_orders, 13_orders"
A30514,"13_orders, 4_orders, 12_clicks"
